1,"FIRSTUPPER INITIAL FIRSTUPPER PUNCTUATION BIBABREV","[[Michael J. Harner]] (dir.)"
8,"FIRSTUPPER ALLUPPER","Fortey R"
1,"PUNCTUATION PUNCTUATION ALLLOWER PUNCTUATION FIRSTUPPER FIRSTUPPER FIRSTUPPER PUNCTUATION PUNCTUATION","{{lien|Fitz Hugh Ludlow}}"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION","Guénola Capron, Carmen Icazuriaga Montes, Silvana Levi, Eulalia Ribera Carbó et Virginie Thiébaut (coord.)"
1,"FIRSTUPPER FIRSTUPPER AND MIXED FIRSTUPPER COMMA FIRSTUPPER","Dominique Auzias et Jean-Paul Labourdette, Collectif"
5,"FIRSTUPPER FIRSTUPPER FIRSTUPPER FIRSTUPPER INITIAL FIRSTUPPER","Lt. Gen. Sir Arthur P. Phayre"
1,"ALLUPPER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA ALLUPPER MIXED COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER AND ALLUPPER FIRSTUPPER","DE Holmes, T Mester, RA O'Neil, LA Perpetua, MJ Larrahondo, R Glaven, ML Sharma, JE Ward, KP Nevin et DR Lovley"
1,"ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER COMMA ALLUPPER FIRSTUPPER AND ALLUPPER FIRSTUPPER","EL Brodie, TZ Desantis, DC Joyner, SM Baek, JT Larsen, GL Andersen, TC Hazen, PM Richardson, DJ Herman, TK Tokunaga, JM Wan et MK Firestone"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER MIXED COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Hervé Defalvard, Yannick L'Horty, François Legendre & Mathieu Narcy"
2,"MIXED FIRSTUPPER PUNCTUATION ALLLOWER ALLLOWER ALLLOWER FIRSTUPPER PUNCTUATION","Jean-Marc Lenormand (ancien président de Biolait)"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER INITIAL FIRSTUPPER COMMA FIRSTUPPER INITIAL FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Martin Grassberger, Ronald A. Sherman, Olga S. Gileva, Christopher Kim & Kosta Mumcuoglu"
1,"PUNCTUATION PUNCTUATION FIRSTUPPER PUNCTUATION MIXED INITIAL FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION MIXED INITIAL FIRSTUPPER PUNCTUATION MIXED INITIAL FIRSTUPPER PUNCTUATION PUNCTUATION","{{Lien|fr=James C. Fahey|lang=en|trad=James C. Fahey|texte=James C. Fahey}}"
2,"FIRSTUPPER INITIAL COMMA FIRSTUPPER ALLUPPER","Christidis L, Boles WE"
1,"FIRSTUPPER ALLUPPER COMMA MIXED","Liddell HG, ScottR."
3,"FIRSTUPPER ALLUPPER COMMA FIRSTUPPER INITIAL","Vial JL, Saylor L."
1,"ALLUPPER MIXED COMMA FIRSTUPPER MIXED","MJT FitzGerald, Jean Folan-Curran"
1,"UNKNOW ALLLOWER UNKNOW COMMA UNKNOW UNKNOW","Науч. рук. Петрова, Евгения Николаевна"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER","David Hooper, Kenneth"
1,"FIRSTUPPER PUNCTUATION DASHNUMBER PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER PUNCTUATION DASHNUMBER PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","Charles (1797-1870) Planche, Joseph (1762-1853) Defauconpret, Charles Auguste"
1,"FIRSTUPPER FIRSTUPPER COMMA MIXED MIXED COMMA INITIAL FIRSTUPPER AND INITIAL FIRSTUPPER","Joseph Antoine, Marie-Claire Capiau-Huart, H. Olivier et H. Carpentier"
1,"FIRSTUPPER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER","Nguyen. Huu, H Person, B Vallée"
1,"FIRSTUPPER FIRSTUPPER COMMA INITIAL INITIAL INITIAL FIRSTUPPER","Mary Gunn, L. E. W. Codd"
1,"FIRSTUPPER FIRSTUPPER COMMA ALLLOWER FIRSTUPPER FIRSTUPPER","Guido Deboeck, préf. [[Michael Jackson (écrivain)|Michael Jackson]]"
1,"INITIAL FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","W. Robert Cook et [[Hiltrud Strasser]]"
1,"FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER ALLLOWER BIBABREV","[[Paul Guichonnet]] (sous la dir.)"
1,"FIRSTUPPER FIRSTUPPER AND ALLLOWER ALLLOWER ALLLOWER ALLLOWER FIRSTUPPER FIRSTUPPER COMMA ALLLOWER ALLLOWER ALLLOWER ALLUPPER","Danielle Thiéry avec la collaboration du commissaire Christophe Molmy, chef de la BRI-PP"
1,"INITIAL FIRSTUPPER AND ALLUPPER","M. Kornmann et CTTB"
1,"FIRSTUPPER INITIAL WITHNUMBER COMMA FIRSTUPPER INITIAL WITHNUMBER COMMA FIRSTUPPER INITIAL WITHNUMBER COMMA FIRSTUPPER INITIAL WITHNUMBER","Michael J. Dagani1, Henry J. Barda2, Theodore J. Benya3, David C. Sanders4"
7,"FIRSTUPPER FIRSTUPPER AND ALLLOWER","Alain Meynen [et alii]"
1,"FIRSTUPPER ALLLOWER PUNCTUATION ALLLOWER ALLLOWER ALLLOWER ALLLOWER FIRSTUPPER FIRSTUPPER PUNCTUATION","Auteurs divers (sous la supervision de Gino Castaldo)"
1,"FIRSTUPPER ALLLOWER COMMA FIRSTUPPER FIRSTUPPER PUNCTUATION BIBABREV","Ouvrage collectif, Bruno Messina (dir.)"
1,"FIRSTUPPER MIXED COMMA FIRSTUPPER ALLLOWER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA AND FIRSTUPPER FIRSTUPPER","Nicholas d'Archimbaud, Bruno de Cessole, Jean-François Solnon, et Frédéric Valloire"
1,"FIRSTUPPER MIXED COMMA FIRSTUPPER ALLLOWER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA AND FIRSTUPPER FIRSTUPPER","Nicholas d'Archimbaud, Bruno de Cessole, Séverine Jouve, et Thierry Wolton"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER MIXED COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER ALLLOWER FIRSTUPPER","Philippe Dulac, Claude d'Anthenaise, Pierre Astié et Bruno de Cessole"
1,"FIRSTUPPER COMMA FIRSTUPPER INITIAL COMMA FIRSTUPPER INITIAL FIRSTUPPER AND FIRSTUPPER INITIAL FIRSTUPPER","Smiley, Richard W., Peter H. Dernoeden & Bruce B. Clarke"
1,"FIRSTUPPER COMMA FIRSTUPPER INITIAL COMMA FIRSTUPPER INITIAL FIRSTUPPER COMMA AND FIRSTUPPER INITIAL FIRSTUPPER","Zimmerman, Dale A., Donald A. Turner, and David J. Pearson"
1,"FIRSTUPPER COMMA INITIAL COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER","Rogelj, J., D. Shindell, K. Jiang, S. Fifita, P. Forster, V. Ginzburg, C. Handa, H. Kheshgi, S. Kobayashi, E. Kriegler, L. Mundaca, R. Séférian, M.V. Vilariño"
1,"FIRSTUPPER COMMA FIRSTUPPER ALLLOWER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Hoyo, Josep del, Andrew Elliott et Jordi Sargatal"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER","André Desvallées, Alain Rudelle, Jean Dominique Lajoux"
1,"UNKNOW UNKNOW UNKNOW PUNCTUATION FIRSTUPPER FIRSTUPPER FIRSTUPPER PUNCTUATION","Прамудья Ананта Тур (Pramudja Ananta Tur)"
3,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","Karl Griesbaum, Arno Behr, Dieter Biedenkapp, Heinz-Werner Voges, Dorothea Garbe, Christian Paetz, Gerd Collin, Dieter Mayer, Hartmut Höke"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER","José Enrique Gargallo Gil, Maria Reina Bastardas"
1,"FIRSTUPPER FIRSTUPPER PUNCTUATION FIRSTUPPER FIRSTUPPER PUNCTUATION FIRSTUPPER MIXED PUNCTUATION FIRSTUPPER FIRSTUPPER","Edward Crawley; Johan Malmqvist; Sören Östlund; Doris Brodeur"
1,"FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER AND ALLLOWER PUNCTUATION COMMA FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION","Christian Lassure (texte et dessins), Dominique Repérant (photos)"
1,"INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA ALLLOWER INITIAL DASHNUMBER INITIAL FIRSTUPPER AND INITIAL FIRSTUPPER PUNCTUATION BIBABREV","J. Blanc, A. Rouzaud, in J.-C. Duclos et A. Pitte (dir.)"
1,"FIRSTUPPER AND FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","Peter et Judy Nelson, David Larkin"
2,"FIRSTUPPER INITIAL FIRSTUPPER AND FIRSTUPPER FIRSTUPPER FIRSTUPPER","Ella E. Clark et Robert Bruce Inverarity"
2,"FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION","Paul Fournier (sous la direction de)"
1,"FIRSTUPPER INITIAL FIRSTUPPER INITIAL","Raymond G. Gordon Jr."
2,"FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER PUNCTUATION FIRSTUPPER","Instituto Nacional de Estadistica — Guatemala"
2,"FIRSTUPPER INITIAL FIRSTUPPER FIRSTUPPER","Alfred M. De Zayas"
1,"FIRSTUPPER INITIAL FIRSTUPPER COMMA AND INITIAL FIRSTUPPER FIRSTUPPER","Eric J. Wittenberg, & J. David Petruzzi"
2,"FIRSTUPPER INITIAL FIRSTUPPER COMMA AND FIRSTUPPER INITIAL FIRSTUPPER","John H. Eicher, et David J. Eicher"
1,"INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL MIXED","H. Alphand, M. Buffet, [[Alfred Durand-Claye|A. Durand-Claye]]"
7,"FIRSTUPPER AND FIRSTUPPER","Lieberman and Lichtenberg"
1,"WITHNUMBER ALLUPPER FIRSTUPPER ALLLOWER FIRSTUPPER AND ALLLOWER PUNCTUATION FIRSTUPPER ALLUPPER","PV2D. SCET Agences de Toulouse et d’Orléans. BCEOM"
1,"ALLUPPER ALLLOWER ALLLOWER PUNCTUATION FIRSTUPPER ALLLOWER ALLLOWER AND ALLLOWER PUNCTUATION ALLLOWER ALLLOWER PUNCTUATION ALLLOWER ALLLOWER FIRSTUPPER","CAUE de l’Isère en collaboration avec l’école d’architecture de Grenoble"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER","William Wilson Hunter, James Sutherland Cotton, Richard Burn, William Stevenson Meyer"
1,"FIRSTUPPER COMMA FIRSTUPPER INITIAL PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER INITIAL PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER INITIAL","Jessell, Thomas M.; Kandel, Eric R.; Schwartz, James H."
1,"FIRSTUPPER COMMA INITIAL COMMA FIRSTUPPER COMMA INITIAL","Coppinger, R., Schneider, R."
2,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER MIXED COMMA FIRSTUPPER MIXED","Michèle Brocard, Lucien Lagier-Bruno, [[André Palluel-Guillard]]"
1,"MIXED FIRSTUPPER AND FIRSTUPPER ALLLOWER FIRSTUPPER","André-Hubert Hérault et Jean de Raignac"
1,"ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLLOWER ALLLOWER FIRSTUPPER AND FIRSTUPPER PUNCTUATION","collectif d'auteurs du canton (syndicat mixte Mer et Vie)"
1,"FIRSTUPPER FIRSTUPPER INITIAL AND INITIAL DASHNUMBER INITIAL FIRSTUPPER","René Márquez M. et M.-L. Bauchot"
2,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER COMMA FIRSTUPPER","Di Flavio, Di Nicola, Ferraris, Vannugli"
1,"FIRSTUPPER COMMA FIRSTUPPER INITIAL PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER PUNCTUATION FIRSTUPPER COMMA FIRSTUPPER","Jewitt, David C.; Sheppard, Scott; Porco, Carolyn"
1,"BIBABREV AND MIXED FIRSTUPPER","Dir. avec Anne-Madeleine Goulet"
1,"BIBABREV AND FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Dir. avec Sylvie Granger, Raphaëlle Legrand et Bertrand Porot"
5,"FIRSTUPPER COMMA FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Jaramillo, Alvaro et Peter Burke"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","José Miguel Vela, Helmut Buschmann, Jörg Holenz, Antonio Párraga, Antoni Torrens"
1,"FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Hartmut Kugler (éditeur), Sonja Glauch, Antje Willing et Thomas Zapf"
2,"INITIAL FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","J. Derek Bewley, Michael Black, Peter Halmer"
1,"FIRSTUPPER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER","[[Ivar Jacobson]], M. Christerson, P. Jonsson, G. Overgard"
1,"FIRSTUPPER MIXED COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER","James Austen-Leigh, Jane Austen, John Henry Stape"
1,"MIXED FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","Marie-Louise De Roeck, Julie Urbain et Paul Lootens"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER","United Nations Scientific Committee on the Effects of Atomic Radiation"
1,"FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER FIRSTUPPER ALLNUMBER FIRSTUPPER ALLLOWER FIRSTUPPER PUNCTUATION INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL MIXED COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER PUNCTUATION ALLLOWER ALLLOWER PUNCTUATION","Working Party on Research Implications on Health and Safety Standards of the Article 31 Group of Experts: A. Friedl, R. Huiskamp, L. Lebaron-Jacobs, P. Olko, S. Risica, P. Smeesters (chairman), R. Wakeford, S. Mundigl (scientific secretary)"
4,"FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER","Committee to Assess Health Risks from Exposure to Low Levels of Ionizing Radiation, National Research Council"
1,"INITIAL INITIAL FIRSTUPPER COMMA INITIAL COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER AND INITIAL INITIAL FIRSTUPPER","J.V. Remsen, Jr., C.D. Cadena, A. Jaramillo, M. Nores, J.F. Pacheco, M.B. Robbins, T.S. Schulenberg, F.G. Stiles, D.F. Stotz et K.J. Zimmer"
1,"FIRSTUPPER ALLLOWER PUNCTUATION FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION FIRSTUPPER MIXED COMMA FIRSTUPPER ALLLOWER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION PUNCTUATION FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION PUNCTUATION MIXED FIRSTUPPER ALLLOWER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER MIXED FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION FIRSTUPPER ALLLOWER MIXED AND ALLLOWER ALLLOWER MIXED PUNCTUATION DASHNUMBER FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION","Coordination générale : [[René Dinkel]], Élisabeth Decugnière, Hortensia Gauthier, Marie-Christine Oculi. Rédaction des notices : CRMH : Martine Audibert-Bringer, Odile de Pierrefeu, Sylvie Réol. Direction régionale des antiquités préhistoriques (DRAP) : Gérard Sauzade. Direction régionale des antiquités historiques (DRAH) : Jean-Paul Jacob directeur, Armelle Guilcher, Mireille Pagni, Anne Roth-Congés Institut de recherche sur l'architecture antique ([[Maison de l'Orient et de la Méditerranée]]-IRAA) - [[Centre national de la recherche scientifique]] (CNRS)"
1,"FIRSTUPPER ALLLOWER FIRSTUPPER ALLLOWER FIRSTUPPER ALLLOWER FIRSTUPPER ALLLOWER FIRSTUPPER","Centro de Arquitetura e Urbanismo do Rio de Janeiro"
2,"FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA AND FIRSTUPPER FIRSTUPPER","Luc Svetchine, Pierre-Antoine Gatier, Alexis Obolensky, et Hervé Hôte"
1,"FIRSTUPPER PUNCTUATION FIRSTUPPER ALLLOWER FIRSTUPPER ALLLOWER ALLLOWER PUNCTUATION MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER COMMA AND ALLLOWER ALLLOWER ALLLOWER FIRSTUPPER MIXED","Catégorie:Commune de France sans église : auteurs=Claude Motte, Isabelle Séguy et Christine Théré, avec la collaboration de Dominique Tixier-Basse"
3,"FIRSTUPPER ALLLOWER PUNCTUATION FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER PUNCTUATION FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION PUNCTUATION FIRSTUPPER MIXED COMMA FIRSTUPPER ALLLOWER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION PUNCTUATION FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION PUNCTUATION MIXED FIRSTUPPER ALLLOWER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER MIXED FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION FIRSTUPPER ALLLOWER MIXED AND ALLLOWER ALLLOWER MIXED PUNCTUATION MIXED ALLLOWER ALLLOWER ALLLOWER ALLLOWER ALLLOWER PUNCTUATION ALLUPPER PUNCTUATION","Coordination générale : [[René Dinkel]], Élisabeth Decugnière, Hortensia Gauthier, Marie-Christine Oculi. Rédaction des notices : [[Conservation régionale des monuments historiques]] (CRMH) : Martine Audibert-Bringer, Odile de Pierrefeu, Sylvie Réol. Direction régionale des antiquités préhistoriques (DRAP) : Gérard Sauzade. Direction régionale des antiquités historiques (DRAH) : Jean-Paul Jacob directeur, Armelle Guilcher, Mireille Pagni, Anne Roth-Congés Institut de recherche sur l'architecture antique ([[Maison de l'Orient et de la Méditerranée]]-IRAA)-[[Centre national de la recherche scientifique]] (CNRS)"
1,"FIRSTUPPER INITIAL FIRSTUPPER AND MIXED FIRSTUPPER","Marshall B. Davidson et Élisabeth Stilliger"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER FIRSTUPPER AND FIRSTUPPER ALLLOWER FIRSTUPPER FIRSTUPPER","Senate Select Committee to Study Governmental Operations with Respect to Intelligence Activities"
1,"FIRSTUPPER ALLLOWER ALLLOWER AND FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER AND ALLLOWER ALLLOWER ALLLOWER ALLLOWER","[[Bureau des longitudes]] et [[Institut de mécanique céleste et de calcul des éphémérides]]"
1,"FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA MIXED FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","[[Jacqueline Cabioc'h]], [[Jean-Yves Floc'h]], [[Alain Le Tonquin]], [[Charles-François Boudouresque]], [[Alexandre Meinesz]], [[Marc Verlaque]]"
2,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER FIRSTUPPER","Lesley Spiro, Gerard Sekoto & Johannesburg Art Gallery"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION COMMA FIRSTUPPER ALLLOWER ALLLOWER ALLLOWER ALLLOWER AND ALLLOWER ALLLOWER ALLLOWER ALLLOWER AND ALLLOWER ALLLOWER","Paul Bensimon, Didier Coupaye (éd.), Centre de recherches en traduction et stylistique comparée de l'anglais et du français"
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER INITIAL FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER FIRSTUPPER","André De Kesel, Jean T. Claude Codjia & Nourou Soulemane Yorou"
2,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","[[Mario Botta]], Pier Luigi Nicolin, François Chaslin, Gabriella Borsano"
2,"INITIAL ALLLOWER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL ALLLOWER FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL DASHNUMBER INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA INITIAL FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER","[[Henry des Abbayes|H. des Abbayes]], [[Marius Chadefaud|M. Chadefaud]], [[Yvette de Ferré|Y. de Ferré]], [[Jean Feldmann|J. Feldmann]], [[Henri Gaussen|H. Gaussen]], [[Pierre-Paul Grassé|P.-P. Grassé]], [[Claude Leredde|M.C. Leredde]], [[Paul Ozenda|P. Ozenda]], [[André Romain Prévot|A.R. Prévot]]"
1,"PUNCTUATION FIRSTUPPER FIRSTUPPER AND FIRSTUPPER FIRSTUPPER","* Gilles Navarro et Sophie Kamoun"
1,"FIRSTUPPER FIRSTUPPER COMMA INITIAL INITIAL FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER","[[Daniel Yanofsky]], H. J. Slavekoorde, Israel Horowitz, [[Hans Kmoch]] <!--| éditeur=Bruce Pandolfini -->"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER COMMA FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION COMMA FIRSTUPPER COMMA FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION AND FIRSTUPPER COMMA FIRSTUPPER PUNCTUATION ALLLOWER PUNCTUATION","Martin Alsiö, Frantz, Alf (ed.), Lindahl, Jimmy (ed.) & Persson, Gunnar (ed.)"
1,"FIRSTUPPER INITIAL FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER INITIAL COMMA FIRSTUPPER","Ann G. Harris, Esther Tuttle, Sherwood D., Tuttle"
1,"FIRSTUPPER COMMA FIRSTUPPER COMMA FIRSTUPPER INITIAL FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA AND FIRSTUPPER FIRSTUPPER FIRSTUPPER ALLLOWER FIRSTUPPER","Podulka, Sandy, Ronald W. Rohrbaugh, Rick Bonney, et Cornell University. Laboratory of Ornithology."
1,"FIRSTUPPER FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER FIRSTUPPER FIRSTUPPER AND MIXED FIRSTUPPER FIRSTUPPER","Charles Ateba Eyene, Ch Pascal Messanga Nyamding et André-Marie Yinda Yinda"
1,"FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER COMMA FIRSTUPPER FIRSTUPPER ALLLOWER AND ALLLOWER","Dominique Wagner, Emmanuelle Windels, Charles Bricman ... et al."
